objectid,objectnumber,classification,culture,division,title,accessionyear,placeid,placename,lat,lon,personid,personculture,personname,personrole,uniquepageviews_2008,uniquepageviews_2009,uniquepageviews_2010,uniquepageviews_2011,uniquepageviews_2012,uniquepageviews_2013,uniquepageviews_2014,uniquepageviews_2015,uniquepageviews_2016,uniquepageviews_2017,uniquepageviews_2018,edits_2008,edits_2009,edits_2010,edits_2011,edits_2012,edits_2013,edits_2014,edits_2015,edits_2016,edits_2017,edits_2018,studycenterviews_2008,studycenterviews_2009,studycenterviews_2010,studycenterviews_2011,studycenterviews_2012,studycenterviews_2013,studycenterviews_2014,studycenterviews_2015,studycenterviews_2016,studycenterviews_2017,studycenterviews_2018,conservation_2008,conservation_2009,conservation_2010,conservation_2011,conservation_2012,conservation_2013,conservation_2014,conservation_2015,conservation_2016,conservation_2017,conservation_2018,pageviews_2008,pageviews_2009,pageviews_2010,pageviews_2011,pageviews_2012,pageviews_2013,pageviews_2014,pageviews_2015,pageviews_2016,pageviews_2017,pageviews_2018,moves_2008,moves_2009,moves_2010,moves_2011,moves_2012,moves_2013,moves_2014,moves_2015,moves_2016,moves_2017,moves_2018
7102,M26446.21,Multiples,American,Modern and Contemporary Art,Instruction No. 2,2005,0,,0,0,21750,American,Ben Patterson,Artist,,6,3,4,4,3,3,7,1,0,5,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,1,,,,9,6,8,8,3,4,7,1,0,5,,1,0,0,0,0,0,2,,,
7105,M26446.10,Multiples,American,Modern and Contemporary Art,Mystery Flux Animal,2005,0,,0,0,33967,American,George Maciunas,Artist,,2,0,3,4,5,3,5,0,1,4,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,2,0,6,5,5,3,5,0,1,4,,1,0,0,0,0,0,2,,,
7106,M26446.7,Multiples,American,Modern and Contemporary Art,Events,2005,0,,0,0,25863,Japanese,Takehisa Kosugi,Artist,,2,1,1,2,3,1,6,,,,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,2,2,2,2,3,1,6,,,,,1,0,0,0,0,0,2,,,
7437,M26446.11,Multiples,American,Modern and Contemporary Art,Fluxkit,2005,0,,0,0,33967,American,George Maciunas,Artist,,1,0,0,2,1,1,5,2,4,11,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,1,,,,,,,1,0,0,2,1,1,5,2,4,12,,1,0,0,0,0,0,2,,,
7438,M26446.9,Multiples,American,Modern and Contemporary Art,Fresh Goods From the East,2005,0,,0,0,33967,American,George Maciunas,Artist,,1,0,0,2,6,3,6,3,2,1,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,2,0,0,2,7,3,6,3,2,1,,1,0,0,0,0,0,2,0,1,
7465,M26446.5,Multiples,American,Modern and Contemporary Art,Fluxkit,2005,0,,0,0,34174,American,Dick Higgins,Artist,,1,1,5,4,4,3,9,1,1,1,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,1,2,12,4,4,3,9,1,1,1,,1,0,0,0,0,0,2,,,
7467,M26446.2,Multiples,American,Modern and Contemporary Art,"Games & Puzzles: Inclined Plane Puzzle, Ball Puzzle",2005,0,,0,0,29606,American,George Brecht,Artist,,,,1,7,12,9,13,9,6,7,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,7,12,12,14,11,7,9,,1,0,0,0,0,0,2,,,
7471,M26446.12,Multiples,American,Modern and Contemporary Art,"Fluxus cc V TRE Fluxus No. 1 January, 1964",2005,0,,0,0,33967,American,George Maciunas,Artist,,1,0,0,4,5,7,15,4,5,15,,1,0,1,2,2,0,2,0,0,1,,,,,,,,,,2,,,,,,,,,,,,,,1,0,0,6,12,8,21,5,5,17,,1,0,0,0,0,0,2,,,
336309,2010.544,Sculpture,American,Modern and Contemporary Art,Untitled,2010,2028444,"North America, United States, New York, New York City",40.7,-74,18321,American,Robert Gober,Artist,,,1,207,87,18,27,78,63,31,13,,,19,6,3,1,5,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,504,162,29,34,89,69,33,14,,,4,0,0,0,2,0,0,1,
54434,2003.10.10,Drawings,American,Modern and Contemporary Art,Drawing for Cloth Work #10,2003,2028213,"North America, United States",38,-98,33266,American,Richard Tuttle,Artist,,,,1,2,2,1,4,1,1,,,1,0,1,1,2,3,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,2,4,2,1,4,1,1,,,3,0,0,3,0,7,0,7,1,
218552,1995.540.1,Multiples,German,Modern and Contemporary Art,"Felt Wedge from the portfolio ""In Memoriam George Maciunas""",1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,1,0,1,11,13,4,5,,,,,4,2,1,3,,,,,,,,1,0,0,1,0,1,,,,,,,,,,,,,,,,,2,0,3,17,15,4,6,,6,0,0,0,0,0,2,0,0,2
218554,1995.540.3,Multiples,German,Modern and Contemporary Art,"Piano Duet, from the portfolio ""In Memoriam George Maciunas""",1995,0,,0,0,34212,American,Nam June Paik,Artist,,,1,1,5,15,8,2,9,7,5,,,,,1,2,6,3,,,,,,,,1,0,0,1,0,2,,,,,,,,,,,,,,,2,2,5,23,8,2,14,9,5,,6,0,0,0,0,0,9,1,7,6
219424,1995.216,Multiples,German,Modern and Contemporary Art,Intuition,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,2,0,1,1,8,2,6,1,0,1,,,,,13,2,2,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,0,2,2,11,2,6,2,0,1,,6,0,0,3,4,7,1,6,,
7100,M26446.23,Multiples,American,Modern and Contemporary Art,Events,2005,0,,0,0,25596,Japanese,Mieko (Chieko) Shiomi,Artist,,5,5,6,4,2,3,7,4,0,4,,,,1,2,2,0,2,0,0,1,,,,,,,,,,2,,,,,,,,,,1,,,,8,11,12,7,2,3,7,4,0,4,,1,0,0,0,0,0,2,,,
7104,M26446.18,Multiples,American,Modern and Contemporary Art,"Fluxus 3 newspaper eVenTs for the pRicE of $1 No. 7 February 1, 1966",2005,0,,0,0,33967,American,George Maciunas,Artist,,1,4,1,4,3,9,19,7,14,6,,1,0,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,1,7,2,9,3,10,21,8,15,8,,1,0,0,0,0,0,2,,,
7404,M26446.28,Multiples,American,Modern and Contemporary Art,Holes,2005,0,,0,0,33967,American,George Maciunas,Artist,,1,2,0,1,4,2,8,12,6,1,,,,1,2,2,0,2,0,0,1,,,,,,,,,,2,,,,,,,,,,,,,,1,4,0,1,4,2,8,16,7,1,,1,0,0,0,0,0,2,,,
7446,M26446.1,Multiples,American,Modern and Contemporary Art,Finger Box,2005,0,,0,0,21154,Japanese,Ay-O,Artist,,1,1,0,24,29,67,32,17,22,10,,,,1,2,2,0,2,0,0,1,,,,,,,,,,6,2,,,,,,,,,1,,,,1,2,0,29,31,71,34,17,25,12,,1,0,0,0,0,0,2,,,
7464,M26446.6,Multiples,American,Modern and Contemporary Art,A Favorite Song,2005,0,,0,0,25861,American,Joe Jones,Artist,,6,4,2,3,3,2,6,0,0,1,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,7,6,4,4,3,2,6,0,0,1,,1,0,0,0,0,0,2,,,
286039,P1972.5,Photographs,American,Modern and Contemporary Art,A family on the lawn one Sunday in Westchester in June 1968,1972,2028439,"North America, United States, New York",43,-75,34517,American,Diane Arbus,Artist,,9,6,2,4,11,5,29,3,8,1,,,,,1,1,1,1,0,0,1,,,,,2,0,0,1,2,0,2,,,,,,,,,,,,,9,10,4,5,12,5,38,3,9,1,,4,3,9,6,6,8,4,6,0,3
30009,M26392,Multiples,American,Modern and Contemporary Art,Universal Machine II,2005,0,,0,0,29606,American,George Brecht,Artist,,1,0,1,6,6,8,11,4,1,1,,,,1,4,3,0,1,0,0,1,,,,,,,,,,,2,,,,,,,,,,,,,1,0,2,8,7,11,13,4,1,1,,4,0,3,6,7,1,0,0,0,12
31493,M26429,Prints,American,Modern and Contemporary Art,Bundle of Events,2005,0,,0,0,24985,Japanese,Hi Red Center,Artist,,3,4,3,4,10,10,13,13,2,2,,,,1,1,2,1,1,0,0,1,,,,,3,0,0,2,0,0,2,,,,,,,,,,,,,3,7,6,6,12,18,20,17,2,2,,6,0,0,9,2,0,11,2,0,6
28839,M26420,Multiples,American,Modern and Contemporary Art,Flux Finger Sweater,2005,0,,0,0,29604,Danish,Per Kirkeby,Artist,,3,1,16,3,9,7,14,11,15,13,,,,1,3,3,0,1,0,0,1,,,,,2,0,0,0,0,1,2,,,,,,,,,,1,,,3,2,50,4,10,7,14,11,16,14,,7,0,0,9,5,1,0,2,3,11
29326,M26448.1-43,Multiples,American,Modern and Contemporary Art,Flux Year Box 2,2005,2028213,"North America, United States",38,-98,22444,,Various Artists,Artist,,5,6,11,24,12,25,75,294,235,208,,1,0,1,4,2,0,1,0,0,1,,,,,5,0,0,0,0,1,3,,,,,,,,,1,,,,7,9,40,64,15,33,97,327,276,255,,8,0,0,16,9,0,0,2,2,13
30013,M26492,Multiples,American,Modern and Contemporary Art,Flux Timekit,2005,0,,0,0,35031,American,Robert Watts,Artist,,2,1,2,4,7,4,11,4,0,3,,,,1,4,3,0,1,0,0,1,,,,,,,,,,2,1,,,,,,,,,1,,,,2,2,4,4,7,4,12,4,0,3,,8,0,5,5,7,1,0,2,14,3
194833,P1998.45,Photographs,Brazilian,Modern and Contemporary Art,A Pao Nosso de Cada Dia (Our Daily Bread),1998,2029985,"South America, Brazil",-10,-55,19347,Brazilian,Anna Bella Geiger,Artist,,16,13,12,11,7,17,15,63,21,21,,,,,1,1,0,1,,,,,,,,,,,1,0,1,,,,,,,1,,,,,,,16,21,28,23,8,20,15,78,23,22,,4,0,0,0,2,11,4,7,4,
197480,1998.119,Sculpture,American,Modern and Contemporary Art,White Rocker,1998,0,,0,0,33266,American,Richard Tuttle,Artist,,1,3,0,1,3,1,9,2,1,1,,1,0,0,2,2,1,2,,,,,,,,,,,2,1,,,,,,,,,,,,,,,1,6,0,1,5,1,14,2,1,2,,5,0,1,8,0,0,10,2,2,
219041,1995.722.A-B,Books,German,Modern and Contemporary Art,24 Hours,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,3,1,4,4,17,20,22,78,,5,0,3,2,1,0,2,,,,,,,1,6,0,0,0,1,3,2,,,,,,,,,,,,,,,6,1,5,4,22,22,27,98,,6,0,2,14,6,0,6,5,13,9
219089,1995.293,Multiples,German,Modern and Contemporary Art,Noiseless Blackboard Eraser,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,4,3,7,5,10,14,13,4,,,,1,5,1,1,2,,,,,,,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,8,3,8,5,10,15,14,4,,7,0,2,7,2,0,0,0,10,
219155,1995.256,Multiples,German,Modern and Contemporary Art,Blackboard,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,1,0,4,1,3,3,0,0,0,1,,,,,5,1,1,2,,,,,,,1,2,0,0,0,0,0,2,,,,,,,,,,,,,1,0,8,2,3,3,0,0,0,1,,5,0,2,9,4,4,0,0,0,12
221697,1987.42,Paintings,Swiss,Modern and Contemporary Art,Subtle Construction,1987,0,,0,0,23219,Swiss,Camille Graeser,Artist,,,,,,1,4,5,0,15,6,,,,,1,1,0,1,,,,,,,2,0,0,0,3,2,1,,,,,,,,,,,,,,,,,,1,4,5,0,17,9,,4,1,0,0,0,7,13,3,5,
227526,1981.193,Paintings,Swiss,Modern and Contemporary Art,Square from Nine Rectangles,1981,0,,0,0,28036,Swiss,Max Bill,Artist,,,7,4,0,3,4,12,55,45,26,,1,0,0,2,1,0,6,0,0,1,,,,,,,,,,1,,,,,,,,,1,,,,,,14,8,0,3,6,12,57,61,29,,4,0,2,0,0,4,8,3,7,
7403,M26446.29,Multiples,American,Modern and Contemporary Art,Rocks Marked by Weight,2005,0,,0,0,35031,American,Robert Watts,Artist,,1,0,4,0,5,0,5,1,0,4,,,,1,2,2,0,2,0,0,1,,,,,,,,,,2,,,,,,,,,,1,,,,1,0,8,0,5,0,5,1,0,4,,1,0,0,0,0,0,2,,,
7434,M26446.25,Multiples,American,Modern and Contemporary Art,Dirty Water,2005,0,,0,0,18179,French,Ben Vautier,Artist,,1,2,11,4,2,1,5,3,0,2,,,,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,1,,,,1,6,24,4,2,1,5,3,0,2,,1,0,0,0,0,0,2,,,
7459,M26446.26,Multiples,American,Modern and Contemporary Art,The Postman's Choice,2005,0,,0,0,18179,French,Ben Vautier,Artist,,2,1,2,2,7,7,11,10,1,1,,,,1,2,2,0,2,0,0,1,,,,,,,,1,0,1,2,,,,,,,,,,,,,2,2,4,2,7,8,18,13,2,1,,1,0,0,0,0,0,2,,,
7461,M26446.17,Multiples,American,Modern and Contemporary Art,"Fluxus Vaudeville TouRnamEnt No. 6 July, 1965",2005,0,,0,0,33967,American,George Maciunas,Artist,,,,,1,5,1,6,3,5,6,,1,0,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,6,1,6,3,5,7,,1,0,0,0,0,0,2,,,
7462,M26446.16,Multiples,American,Modern and Contemporary Art,"Fluxus Vacuum TRapEzoid No. 5 March, 1965",2005,0,,0,0,33967,American,George Maciunas,Artist,,1,0,0,2,8,1,12,0,5,4,,1,0,1,2,2,0,2,0,0,1,,,,,,,,,,1,,,,,,,,,,,,,,1,0,0,4,8,1,12,0,6,6,,1,0,0,0,0,0,2,,,
7510,M26446.31,Multiples,American,Modern and Contemporary Art,An Opera,2005,0,,0,0,26456,American,Emmett Williams,Artist,,1,0,1,2,3,3,4,4,4,7,,,,1,2,2,0,3,0,0,1,,,,,2,0,0,1,0,2,,,,,,,,,,,,,,1,0,2,2,3,3,4,4,5,8,,1,0,0,0,0,0,1,2,,
254421,M22717.B,Prints,American,Modern and Contemporary Art,Hat,1995,0,,0,0,27192,American,Roy Lichtenstein,Artist,,,2,0,2,8,3,17,1,1,1,,,,1,1,2,8,4,0,1,2,,,,,3,0,0,2,1,0,1,,,,,1,,,,,,,,,6,0,3,8,3,18,1,1,1,,4,0,0,22,11,13,10,17,0,6
258802,M21736,Prints,American,Modern and Contemporary Art,Landscape 9,1991,0,,0,0,27192,American,Roy Lichtenstein,Artist,,,3,0,2,3,1,15,3,4,2,,,,1,7,6,4,5,0,1,1,,,,1,8,0,0,1,1,4,3,,,,,1,,,,,,,,,5,0,3,3,2,15,3,4,2,,4,2,4,30,6,9,8,14,9,6
260942,M22391,Prints,American,Modern and Contemporary Art,Untitled,1993,0,,0,0,29318,American,Andy Warhol,Artist,,1,12,3,7,51,20,26,19,7,8,,,,1,9,3,0,1,0,0,1,,,,1,3,0,0,1,1,1,,,,,,,,,,,,,,1,27,8,10,61,22,27,20,7,9,,9,3,6,10,8,5,5,2,3,
260947,M22400,Prints,American,Modern and Contemporary Art,Untitled,1993,0,,0,0,29318,American,Andy Warhol,Artist,,,4,0,6,2,0,6,4,1,,,,,1,10,3,0,2,0,0,1,,,,,2,0,0,0,1,2,1,,,,,1,,,,,,,,,11,0,9,3,0,6,4,2,,,10,0,0,4,0,4,3,2,5,2
330822,2009.19,Drawings,Venezuelan,Modern and Contemporary Art,Untitled,2009,0,,0,0,21460,Venezuelan,Gego (Gertrude Goldschmidt),Artist,,5,6,7,3,11,3,9,16,12,6,,17,3,0,2,2,0,1,,,,,,,,,,,,3,1,1,,,,,1,,,,,,,,5,10,16,3,11,3,10,17,14,7,,13,1,0,7,5,9,5,14,7,4
221117,1992.47,Photographs,German,Modern and Contemporary Art,Mobile Plane,1992,0,,0,0,28544,German,Toni Schneiders,Artist,,,,1,1,0,0,0,5,1,,,,,,1,1,0,4,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,2,2,0,0,0,6,1,,,5,0,0,0,0,6,2,10,9,5
221498,1991.49,Photographs,German,Modern and Contemporary Art,Still Life with Fish,1991,0,,0,0,28841,German,Otto Steinert,Artist,,,,,,2,1,0,4,5,2,,,,,1,1,0,3,,,,,,,,3,0,0,0,2,1,,,,,,,,,,,,,,,,,,2,1,0,5,5,3,,5,0,0,8,0,6,0,7,9,5
221506,1992.36,Photographs,German,Modern and Contemporary Art,Staircase,1992,0,,0,0,26850,German,Peter Keetman,Artist,,,,1,0,7,1,1,0,3,2,,,,,1,1,0,2,1,,,,,,,3,0,0,1,3,2,,,,,,,,,,,,,,,,2,0,7,1,1,0,3,4,,5,0,0,5,2,7,3,17,11,4
253849,M23464,Prints,American,Modern and Contemporary Art,Locust,1997,0,,0,0,26859,American,Ellsworth Kelly,Artist,,,3,1,0,1,1,2,1,2,1,,,,1,3,1,1,0,0,0,2,,,,4,1,0,0,0,3,1,,,,,,,,,,,,,,,6,2,0,1,1,2,1,2,1,,6,0,2,4,0,5,0,8,13,
283193,P1996.10,Photographs,American,Modern and Contemporary Art,Third Avenue El,1996,2028444,"North America, United States, New York, New York City",40.7,-74,31706,American,Ralston Crawford,Artist,,,1,3,0,5,2,3,3,5,,,,,,2,1,0,1,0,0,1,,,,,5,0,0,2,,,,,,,,1,,,,,,,,,1,6,0,5,5,3,4,5,,,4,0,0,13,2,3,9,14,,
284515,P1978.20,Photographs,American,Modern and Contemporary Art,New York,1978,2028439,"North America, United States, New York",43,-75,28734,American,Aaron Siskind,Artist,,,,,,1,4,1,1,,,,,,,1,1,0,1,0,0,1,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,1,6,1,1,,,,5,0,0,13,7,10,5,,,
340036,2012.119,Sculpture,British,Modern and Contemporary Art,Untitled (Double Rubber Plinth),2012,0,,0,0,57534,British,Rachel Whiteread,Artist,,,,,12,5,14,4,27,67,20,,,,,30,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,13,5,15,4,30,73,21,,,,,10,0,0,0,1,0,1
337163,2014.17,Sculpture,American,Modern and Contemporary Art,Birthday,2014,0,,0,0,28750,American,David Smith,Artist,,,,,,,16,20,6,9,18,,,2,11,0,3,14,1,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,17,25,10,9,22,,,6,2,7,6,17,,,,
317862,2006.236,Sculpture,German,Modern and Contemporary Art,Shutter (c),2006,0,,0,0,29090,German,Rosemarie Trockel,Artist,,32,130,73,131,98,98,159,127,47,39,,,1,1,1,1,0,3,4,,,,,,,,,,,,4,3,,,,1,,,,,,,,,36,269,188,251,106,115,171,138,53,44,,1,0,3,0,1,9,0,0,11,7
337096,2010.573,Sculpture,Colombian,Modern and Contemporary Art,Untitled,2010,2037657,"South America, Colombia",4,-72,56016,Colombian,Doris Salcedo,Artist,,,,93,113,45,36,107,121,20,21,,,17,2,1,2,1,2,1,,,,,,,,,,,,5,3,,,,1,,,,,,,,,,,222,229,59,39,118,137,22,25,,,11,7,0,2,10,0,4,11,6
191571,M24190,Prints,American,Modern and Contemporary Art,Various Small Fires and Milk,1999,0,,0,0,28417,American,Edward Ruscha,Artist,,1,1,2,0,3,0,11,3,4,6,,,,3,3,2,0,0,0,0,1,,,,1,2,0,0,1,0,1,,,,,,,,,,,,,,1,1,4,0,3,0,11,4,4,6,,6,0,8,16,10,1,2,0,9,2
219196,1995.257.A-D,Multiples,German,Modern and Contemporary Art,Object to Smear and Turn,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,1,8,7,35,11,6,2,4,,,,,5,1,3,2,,,,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,2,12,10,37,12,7,3,5,,6,0,0,4,5,7,4,8,,
7435,M26446.14,Multiples,American,Modern and Contemporary Art,"Fluxus cc Valise e TRanglE No. 3 March, 1964",2005,0,,0,0,33967,American,George Maciunas,Artist,,,,,4,4,7,24,7,3,10,,1,0,1,2,2,0,2,0,0,3,,,,,,,,,,2,2,,,,,,,,,,,,,,,,9,6,8,29,7,3,12,,1,0,0,0,0,0,2,0,0,2
283694,52.1995,Photographs,American,Modern and Contemporary Art,Nine Swimming Pools and a Broken Glass,,2028213,"North America, United States",38,-98,28417,American,Edward Ruscha,Artist,,1,4,3,0,7,1,15,5,6,2,,,,1,4,2,0,0,1,,,,,,,5,,,,,,,,,,,,,,,,,,,1,5,6,0,7,4,16,5,6,2,,3,0,0,19,6,5,4,,,
285956,P1972.1,Photographs,American,Modern and Contemporary Art,"LAURO MORALES, a mexican dwarf, in his hotel room in N.Y.C. 1970",1972,2028444,"North America, United States, New York, New York City",40.7,-74,34517,American,Diane Arbus,Artist,,16,23,11,14,60,104,75,79,52,7,,,,,1,3,2,1,0,0,1,,,,,2,0,0,2,2,0,3,,,,,,,,,,,,,16,43,22,19,65,119,91,89,63,8,,4,0,9,6,3,8,8,6,0,5
191184,M24199,Prints,American,Modern and Contemporary Art,Babycakes with Weights,1999,0,,0,0,28417,American,Edward Ruscha,Artist,,1,0,0,2,5,6,26,7,17,12,,,,4,4,2,0,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,,,1,0,0,2,5,6,26,8,18,14,,3,0,0,18,9,4,4,,,
201696,1995.288.9.A-B,Multiples,German,Modern and Contemporary Art,American Hare Sugar,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,1,2,10,9,11,7,12,1,,,,2,3,1,2,2,,,,,,,1,5,0,0,0,0,2,,,,,,,,,,,,,,,,4,3,10,11,12,8,12,1,,8,0,2,12,3,0,0,0,14,
218817,1995.486,Multiples,German,Modern and Contemporary Art,New York Subway Poster,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,1,0,1,4,4,1,0,5,1,,,,,4,1,1,2,,,,,,,,2,0,0,0,0,2,,,,,,,,,,,,,,,2,0,1,4,4,1,0,7,1,,6,0,0,8,8,10,0,0,9,
219036,1995.227.A-B,Multiples,German,Modern and Contemporary Art,Sulphur-Covered Zinc Box (Plugged Corner),1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,1,6,16,12,12,5,8,3,,,,,13,3,5,2,,,,,,,,7,0,0,0,0,1,,,,,,,,,,,,,,,,2,10,19,13,14,7,8,3,,6,0,1,14,4,,,,,
336824,2010.449.31,Prints,American,Modern and Contemporary Art,Canto XXXI,2010,0,,0,0,28223,American,Robert Rauschenberg,Artist,,,,,,1,1,10,3,8,5,,,3,0,1,3,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,10,4,8,7,,,1,0,0,0,0,1,2,4,2
340159,2012.152,Photographs,Cuban,Modern and Contemporary Art,Che during the sugar harvest,2012,0,,0,0,57642,Cuban,Ernesto Fernández,Artist,,,,,1,0,2,0,0,1,3,,,,,38,0,0,2,0,0,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,0,2,0,0,1,3,,,,,8,1,6,7,0,0,11
340161,2012.154,Photographs,Cuban,Modern and Contemporary Art,"Giron Beach, April 18, 1961",2012,0,,0,0,57642,Cuban,Ernesto Fernández,Artist,,,,,,1,1,1,0,0,3,,,,,29,0,0,2,0,0,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,0,0,3,,,,,8,1,6,7,0,0,11
336292,2010.1,Photographs,American,Modern and Contemporary Art,1957-2009 Interior,2010,0,,0,0,30636,American,Lorna Simpson,Artist,,,76,30,20,7,41,22,73,115,60,,,19,2,3,0,0,2,,,,,,,3,0,0,0,1,0,2,1,,,,,,,,,,,,,,132,68,40,7,48,24,85,136,68,,,21,8,10,0,0,2,0,23,4
219423,1995.215,Multiples,German,Modern and Contemporary Art,Intuition,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,1,5,5,20,8,3,7,2,7,,,,,14,1,2,2,,,,,,,,3,0,0,1,,,,,,,,,,,,,,,,,2,10,7,20,8,3,7,2,10,,6,0,0,8,4,7,5,6,,
219429,1995.233.A-B,Multiples,German,Modern and Contemporary Art,Mönchengladbach Concert,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,1,1,0,5,3,12,7,3,4,1,,,,,7,1,4,2,,,,,,,,3,0,0,2,1,,,,,,,,,,,1,,,,1,2,0,7,3,13,9,3,4,1,,5,0,0,8,4,7,9,5,1,
226966,1991.175,Sculpture,American,Modern and Contemporary Art,Corner Wall #6,1991,2028213,"North America, United States",38,-98,27176,American,Sol LeWitt,Artist,,,1,1,3,6,9,66,49,39,7,,1,0,0,3,2,0,4,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,2,6,6,9,74,56,41,9,,4,0,0,0,0,8,0,0,6,
336819,2010.449.26,Prints,American,Modern and Contemporary Art,Canto XXVI,2010,0,,0,0,28223,American,Robert Rauschenberg,Artist,,,,,,1,0,15,4,1,,,,3,0,1,3,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,0,16,5,1,,,,1,0,0,0,0,1,1,0,5
54443,2003.10.2,Drawings,American,Modern and Contemporary Art,Drawing for Cloth Work #2,2003,2028213,"North America, United States",38,-98,33266,American,Richard Tuttle,Artist,,1,0,0,2,1,2,4,1,,,,1,0,1,1,2,3,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,0,0,3,1,2,6,1,,,,3,0,0,3,0,6,0,9,1,
94310,BR67.21.B,Sculpture,German,Modern and Contemporary Art,Gliding Glide,1967,0,,0,0,29128,German,Günther Uecker,Artist,,3,0,2,2,1,7,10,14,3,1,,,,,5,2,0,1,,,,,,,,2,,,,,,,,,,,,1,,,,,,,3,0,4,3,1,8,10,16,3,2,,3,0,0,3,10,10,0,0,3,
222583,BR67.21.A,Sculpture,German,Modern and Contemporary Art,Gliding Glide,1967,0,,0,0,29128,German,Günther Uecker,Artist,,2,5,6,9,3,7,22,15,4,1,,,,2,4,1,0,1,,,,,,,,2,,,,,,,,,,,1,,,,,,,,2,7,12,20,3,7,23,18,4,1,,3,0,0,3,6,12,0,0,1,
7426,M26446.33,Multiples,American,Modern and Contemporary Art,Compositions,2005,0,,0,0,35007,American,La Monte Young,Artist,,3,3,4,15,3,1,9,5,11,1,,,,1,2,2,0,2,0,0,1,,,,,,,,1,0,2,2,,,,,,,,,,,,,3,5,8,30,3,1,10,5,12,1,,1,2,7,3,0,0,2,,,
286129,P1972.7,Photographs,American,Modern and Contemporary Art,"Xmas tree in a livingroom, Levittown, N.Y. 1962.",1972,2040106,"North America, United States, New York, Levittown",0,0,34517,American,Diane Arbus,Artist,,6,7,6,7,2,6,27,13,10,5,,,,,1,3,2,1,0,0,1,,,,,2,0,0,2,2,0,2,,,,,,,,,,,,,6,11,12,13,2,6,36,14,10,5,,6,3,11,21,5,8,6,6,0,3
312562,2006.9.1-16,Photographs,American,Modern and Contemporary Art,Dispersed Perspective (One-Point) R.W.B.,2006,0,,0,0,28497,American,Mel Bochner,Artist,,,3,0,3,2,5,8,41,12,3,,1,3,0,2,0,0,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,0,4,2,5,9,47,14,3,,1,0,0,0,0,0,0,1,1,
340160,2012.153,Photographs,Cuban,Modern and Contemporary Art,Fidel during the sugar harvest,2012,0,,0,0,57642,Cuban,Ernesto Fernández,Artist,,,,,,,,1,0,0,,,,,,30,0,0,2,1,0,1,,,,,,,,1,3,1,1,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,8,1,6,12,7,4,11
340162,2012.155,Photographs,Cuban,Modern and Contemporary Art,"Fight against the bandits, Escambray",2012,0,,0,0,57642,Cuban,Ernesto Fernández,Artist,,,,,,,,,,,1,,,,,30,0,0,2,0,0,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,8,1,5,7,0,0,11
