objectid,objectnumber,classification,culture,division,title,accessionyear,placeid,placename,lat,lon,personid,personculture,personname,personrole,uniquepageviews_2008,uniquepageviews_2009,uniquepageviews_2010,uniquepageviews_2011,uniquepageviews_2012,uniquepageviews_2013,uniquepageviews_2014,uniquepageviews_2015,uniquepageviews_2016,uniquepageviews_2017,uniquepageviews_2018,edits_2008,edits_2009,edits_2010,edits_2011,edits_2012,edits_2013,edits_2014,edits_2015,edits_2016,edits_2017,edits_2018,studycenterviews_2008,studycenterviews_2009,studycenterviews_2010,studycenterviews_2011,studycenterviews_2012,studycenterviews_2013,studycenterviews_2014,studycenterviews_2015,studycenterviews_2016,studycenterviews_2017,studycenterviews_2018,conservation_2008,conservation_2009,conservation_2010,conservation_2011,conservation_2012,conservation_2013,conservation_2014,conservation_2015,conservation_2016,conservation_2017,conservation_2018,pageviews_2008,pageviews_2009,pageviews_2010,pageviews_2011,pageviews_2012,pageviews_2013,pageviews_2014,pageviews_2015,pageviews_2016,pageviews_2017,pageviews_2018,moves_2008,moves_2009,moves_2010,moves_2011,moves_2012,moves_2013,moves_2014,moves_2015,moves_2016,moves_2017,moves_2018
218439,1996.9.I,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,,,,,2,1,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,2,1,,,5,0,0,7,0,1,9,5,1,1
218550,1996.9.F,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,,,,,,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,0,0,7,0,1,9,5,1,1
218680,1995.633,Prints,German,Modern and Contemporary Art,Cosmos and Damian,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,1,2,3,3,0,1,,,2,0,0,2,3,1,2,,,,,,,,2,0,0,0,0,1,,,,,,,,,,,,,,,,,1,2,3,3,0,1,,,5,3,0,7,9,2,0,3,11,13
218751,1995.615,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,,,,,,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,0,9,2,0,4,11,14
218752,1995.635,Prints,German,Modern and Contemporary Art,Cosmos and Damian,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,6,0,2,1,2,,,2,0,0,2,1,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,8,0,2,1,2,,,5,3,0,0,9,2,0,4,11,13
218753,1995.636,Prints,German,Modern and Contemporary Art,Cosmos and Damian,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,1,0,1,0,0,0,1,,,2,0,0,2,1,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,0,1,0,0,0,1,,,5,3,0,0,9,2,0,4,11,13
219040,1995.234,Multiples,German,Modern and Contemporary Art,Vacuum <–> Mass,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,1,3,0,5,0,0,5,2,,1,0,0,6,1,1,2,0,1,,,,,,2,0,0,0,0,1,1,,,,,,,,,,,,,,,2,4,0,5,0,0,5,3,,5,0,0,3,3,0,1,2,9,8
220879,1992.246,Drawings,German,Modern and Contemporary Art,Immaterial Molding,1992,0,,0,0,29293,German,Franz Erhard Walther,Artist,,,1,0,1,1,1,1,1,1,6,,,,,1,3,0,2,0,0,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,7,,4,0,0,9,2,8,0,0,0,9
221044,1992.382,Prints,German,Modern and Contemporary Art,"Coal Mine, Hugo, Gelsenkirchen, Ruhr District, from the portfolio ""Walls and Conduits""",1992,0,,0,0,27813,German,Bernd and Hilla Becher,Artist,,,,1,0,1,6,3,,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,1,8,3,,,,,1,0,0,0,3,9,4,,,
221056,1992.38,Prints,German,Modern and Contemporary Art,"Coal Mine, Beringen, Beringen, Belgium, from the portfolio ""Walls and Conduits""",1992,0,,0,0,27813,German,Bernd and Hilla Becher,Artist,,,,1,0,4,0,6,,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,0,4,0,7,,,,,1,0,0,0,3,9,4,,,
253962,M22713.B,Prints,American,Modern and Contemporary Art,Tortured Color,1995,0,,0,0,18275,American,Arman (Armand Pierre Fernandez),Artist,,2,4,4,2,4,1,4,0,6,2,,,,1,2,2,0,0,0,0,2,,,,,,,,,,,1,,,,,,,,,,,,,2,8,8,3,5,1,4,0,7,2,,4,0,0,17,11,3,0,0,0,12
260946,M22399,Prints,American,Modern and Contemporary Art,Untitled,1993,0,,0,0,29318,American,Andy Warhol,Artist,,1,2,0,5,7,0,5,,,,,,,1,10,3,0,0,0,0,1,,,,,1,0,0,0,1,1,1,,,,,1,,,,,,,,1,4,0,5,7,0,8,,,,,10,0,0,2,0,4,3,0,3,2
336801,2010.449.8,Prints,American,Modern and Contemporary Art,Canto VIII,2010,0,,0,0,28223,American,Robert Rauschenberg,Artist,,,,,,,,9,3,0,1,,,3,0,1,3,,,,,,,,,,,,,1,0,0,1,,,,,1,,,,,,,,,,,,,,9,3,0,1,,,1,0,0,0,0,2,0,0,6
336818,2010.449.25,Prints,American,Modern and Contemporary Art,Canto XXV,2010,0,,0,0,28223,American,Robert Rauschenberg,Artist,,,,,1,0,0,7,1,2,1,,,3,0,1,3,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,0,0,7,2,3,1,,,3,0,0,0,0,2,0,4,2
337325,2011.8.7,Photographs,American,Modern and Contemporary Art,Radicality,2011,2028275,"North America, United States, New York State",43,-75,18652,American,Dennis Oppenheim,Artist,,,,1,3,6,3,16,19,8,3,,,,11,1,1,,,,,,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,2,6,7,4,19,22,12,3,,,,4,0,0,6,8,3,,
339565,2011.497,Sculpture,Uruguayan,Modern and Contemporary Art,Lignes Noires,2011,0,,0,0,21451,Argentinian,Carmelo Arden Quin,Artist,,,,,2,5,12,18,5,6,5,,,,16,5,3,0,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,3,8,13,20,5,7,5,,,,7,7,6,10,2,4,4,
339865,2012.22,Photographs,American,Modern and Contemporary Art,"Demonstrations at an “all-white” swimming pool in Cairo, Illinois",2012,0,,0,0,34129,American,Danny Lyon,Artist,,,,,,,1,1,0,0,2,,,,,21,0,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,1,0,0,2,,,,,12,2,7,4,0,15,
339866,2013.108,Photographs,American,Modern and Contemporary Art,"Demonstrations at an “all-white” swimming pool in Cairo, Illinois",2013,0,,0,0,34129,American,Danny Lyon,Artist,,,,,,,,,,0,2,,,,,9,12,8,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,5,2,17,0,0,15,
339905,2012.42,Photographs,American,Modern and Contemporary Art,Crowds wait along the funeral route,2012,0,,0,0,34129,American,Danny Lyon,Artist,,,,,,,,,,1,,,,,,22,,,,,,,,,,,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,15,2,7,4,0,14,
357300,2016.387,Paintings,German,Modern and Contemporary Art,50 U Heinrich-Heine-Str.,2016,2028668,"Europe, Germany, Berlin",52.533,13.416,18816,German,Corinne Wasmuht,Artist,,,,,,,,,,7,123,,,,,,,,,11,13,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,8,143,,,,,,,,,3,0,1
357383,2017.57,Sculpture,British,Modern and Contemporary Art,Untitled (Grey),2017,0,,0,0,57534,British,Rachel Whiteread,Artist,,,,,,,,,,12,21,,,,,,,,,,25,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,12,25,,,,,,,,,,3,2
191538,M24189,Prints,American,Modern and Contemporary Art,Records,1999,0,,0,0,28417,American,Edward Ruscha,Artist,,1,0,1,0,3,0,12,,,,,,,2,3,3,0,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,,,1,0,2,0,3,0,12,,,,,3,0,0,16,6,9,4,,,
51977,M26246.B,Prints,American,Modern and Contemporary Art,Flux Stationery: Foot in Shoe (envelope),2004,0,,0,0,33967,American,George Maciunas,Artist,,2,2,1,4,3,4,2,2,1,2,,,,1,3,3,,,,,,,,,,1,0,0,0,0,2,,,,,,,,,,,,,,2,6,2,5,3,4,2,2,1,2,,3,0,0,3,9,5,0,0,9,
218436,1996.9.C,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,1,0,1,,,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,2,0,1,,,,,,5,0,0,7,0,1,9,5,1,1
218438,1996.9.H,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,,,,,,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,0,0,7,0,1,9,5,1,1
218441,1996.9.B,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,1,0,0,0,1,1,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,1,0,0,0,1,1,,,5,0,0,7,0,1,9,5,1,1
218442,1996.9.J,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,1,1,,,,,,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,2,2,,,,,,,,,5,0,0,7,0,1,10,5,1,1
218444,1996.9.L,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,,,,,,3,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,,3,,,5,0,0,7,0,1,9,5,1,1
218446,1996.9.N,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,,,,1,,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,5,0,0,7,0,1,9,5,1,1
218448,1996.9.P,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,,1,,,,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,5,0,0,7,0,1,9,5,1,1
218449,1996.9.Q,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,,,,,1,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,5,0,0,7,0,1,9,5,1,1
218450,1996.9.R,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,,,,,,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,0,0,7,0,1,9,5,1,1
218747,1995.475.A-B,Multiples,German,Modern and Contemporary Art,"""Sonne statt Reagan""",1995,0,,0,0,27839,German,Joseph Beuys,Artist,,1,0,0,1,3,4,1,3,0,3,,,,,4,1,0,2,,,,,,,,3,0,0,0,0,0,1,,,,,,,,,,,,,1,0,0,1,3,4,1,4,0,3,,7,0,3,5,5,0,0,0,0,10
219028,1995.616,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,,,,,,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,0,9,2,0,4,11,13
219030,1995.618,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,1,0,0,0,0,1,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,,,5,3,0,0,9,2,0,4,11,13
221043,1992.376,Prints,German,Modern and Contemporary Art,"Coal Mine, Friederich der Grosse, Herne, Ruhr District, from the portfolio ""Walls and Conduits""",1992,0,,0,0,27813,German,Bernd and Hilla Becher,Artist,,,2,1,2,5,1,2,1,0,1,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,4,3,6,1,2,1,0,1,,1,0,0,0,3,9,4,,,
221057,1992.383,Prints,German,Modern and Contemporary Art,"Steel plant, Neuves Maisons, Neuves Maisons, France, from the portfolio ""Walls and Conduits""",1992,0,,0,0,27813,German,Bernd and Hilla Becher,Artist,,,1,2,2,3,1,4,,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,4,2,4,1,4,,,,,1,0,0,0,3,9,4,,,
260943,M22392,Prints,American,Modern and Contemporary Art,Untitled,1993,0,,0,0,29318,American,Andy Warhol,Artist,,,8,3,8,4,1,6,,,,,,,1,10,3,0,1,0,0,1,,,,,1,0,0,0,1,2,,,,,,1,,,,,,,,,17,6,10,4,2,9,,,,,10,3,0,2,0,6,2,0,5,
284596,P1982.106,Photographs,American,Modern and Contemporary Art,Untitled,,2028213,"North America, United States",38,-98,34789,American,Catherine Wagner,Artist,,,,1,1,0,1,1,0,0,1,,2,0,0,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,0,1,1,0,0,1,,3,0,0,0,0,7,0,0,0,7
284608,P1982.107,Photographs,American,Modern and Contemporary Art,Untitled,,2028213,"North America, United States",38,-98,34793,American,Jack Welpott,Artist,,,,,1,0,0,2,,,,,2,0,0,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,0,0,2,,,,,3,0,0,0,0,7,0,0,0,7
285033,P1982.97,Photographs,American,Modern and Contemporary Art,Untitled,,2028213,"North America, United States",38,-98,34613,Australian,Graham Howe,Artist,,,,1,2,0,0,1,,,,,2,0,0,1,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,3,0,0,1,,,,,3,0,0,0,0,10,0,0,0,7
329958,2008.207,Paintings,German,Modern and Contemporary Art,Saxon Motif,2008,0,,0,0,26757,German,Georg Baselitz,Artist,,8,7,4,22,21,24,54,30,43,57,,,,,2,1,0,2,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,10,12,10,34,21,30,69,32,49,62,,6,0,0,7,0,8,,,,
336808,2010.449.15,Prints,American,Modern and Contemporary Art,Canto XV,2010,0,,0,0,28223,American,Robert Rauschenberg,Artist,,,,,2,1,3,9,1,4,,,,3,0,1,3,,,,,,,,,,,,,1,1,0,1,,,,,1,,,,,,,,,,,3,1,3,9,1,4,,,,1,0,0,0,0,2,0,5,
336810,2010.449.17,Prints,American,Modern and Contemporary Art,Canto XVII,2010,0,,0,0,28223,American,Robert Rauschenberg,Artist,,,,,,,,9,1,3,,,,3,0,1,3,,,,,,,,,,,,,1,0,0,1,,,,,1,,,,,,,,,,,,,,9,1,3,,,,1,0,0,0,0,2,0,0,6
336814,2010.449.21,Prints,American,Modern and Contemporary Art,Canto XXI,2010,0,,0,0,28223,American,Robert Rauschenberg,Artist,,,,,,1,1,12,3,4,2,,,3,0,1,3,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,1,12,3,4,3,,,1,0,0,0,0,2,0,4,2
337321,2011.8.3,Photographs,American,Modern and Contemporary Art,Pretty Ideas,2011,2037149,"North America, United States, New York, Long Island",0,0,18652,American,Dennis Oppenheim,Artist,,,,1,5,5,1,11,14,1,,,,,11,1,5,1,,,,,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,2,10,5,1,17,18,1,,,,,9,0,17,6,8,3,,
337324,2011.8.6,Photographs,American,Modern and Contemporary Art,Avoid the Issues,2011,2028275,"North America, United States, New York State",43,-75,18652,American,Dennis Oppenheim,Artist,,,,1,0,6,1,8,10,1,1,,,,11,1,1,,,,,,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,2,0,6,1,14,14,1,1,,,,4,0,0,6,8,3,,
340156,2012.15,Sculpture,Uruguayan,Modern and Contemporary Art,Boites,2012,0,,0,0,21451,Argentinian,Carmelo Arden Quin,Artist,,,,,,2,8,23,20,12,9,,,,,30,2,1,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,2,8,29,21,12,10,,,,,13,9,9,0,2,4,
351898,1979.433,Prints,American,Modern and Contemporary Art,"Titled (Art as Idea as Idea), [Society]",1979,0,,0,0,35019,American,Joseph Kosuth,Artist,,,,,,,3,39,46,73,55,,,,,,,3,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,47,51,92,68,,,,,,,3,1,,,
352322,2015.9,Paintings,Austrian,Modern and Contemporary Art,Wings or String,2015,0,,0,0,28210,Austrian,Arnulf Rainer,Artist,,,,,,,,5,2,0,9,,,,,,,,29,0,0,3,,,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,7,2,0,10,,,,,,,,12,4,0,6
28843,M26406,Multiples,American,Modern and Contemporary Art,Flux Clippings,2005,0,,0,0,18770,American,Ken Friedman,Artist,,1,0,0,4,9,3,3,2,0,1,,,,1,4,3,0,1,0,0,1,,,,,2,0,0,0,0,1,2,,,,,,,,,,1,,,1,0,0,6,10,3,3,2,0,1,,4,0,0,9,5,1,0,2,3,11
29946,M26499,Multiples,American,Modern and Contemporary Art,Fluxtattoos,2005,0,,0,0,33967,American,George Maciunas,Artist,,,,,1,6,0,1,0,1,3,,,,1,4,3,0,1,0,0,1,,,,,3,0,0,0,0,0,2,,,,,,,,,1,,,,,,,1,6,0,1,0,1,4,,8,0,0,11,5,1,0,3,0,11
51984,M26246.A,Prints,American,Modern and Contemporary Art,Flux Stationery: Foot in Shoe (paper),2004,0,,0,0,33967,American,George Maciunas,Artist,,2,1,1,4,1,3,5,1,4,6,,,,1,3,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,4,2,3,5,1,4,6,,3,0,0,3,9,5,0,0,9,
52041,M26248.B,Prints,American,Modern and Contemporary Art,Flux Stationery: Torso in Fur Coat,2004,0,,0,0,33967,American,George Maciunas,Artist,,,,,,5,2,1,1,1,1,,,,1,3,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,2,1,1,1,1,,3,0,0,3,9,5,0,0,9,
185777,2009.61,Prints,American,Modern and Contemporary Art,Some Los Angeles Apartments,2009,0,,0,0,28417,American,Edward Ruscha,Artist,,2,0,1,2,3,0,1,1,,,,25,3,0,3,2,0,2,,,,,,,,3,0,0,0,0,0,1,,,,,,,,,,,,,2,0,2,3,3,0,1,1,,,,10,0,0,18,6,8,4,0,0,3
187760,1992.374.-385,Prints,German,Modern and Contemporary Art,Walls and Conduits,1992,0,,0,0,27813,German,Bernd and Hilla Becher,Artist,,,1,1,0,5,2,22,8,3,10,,,,,1,1,0,2,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,2,2,0,6,2,23,9,3,15,,5,2,0,3,2,,,,,
218092,72.1997,Prints,American,Modern and Contemporary Art,Grotesque Face Mask,,0,,0,0,33967,American,George Maciunas,Artist,,,,3,5,18,9,5,19,8,19,,,,,3,2,,,,,,,,,,2,0,0,1,,,,,,,,,,,,,,,,,,6,6,20,9,6,29,9,22,,3,0,0,9,9,5,4,0,0,6
218447,1996.9.O,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,,,,,,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,0,0,7,0,1,9,5,1,1
218551,1996.9.G,Drawings,German,Modern and Contemporary Art,"19 Pages.  Drawings for April 27, 1972",1996,0,,0,0,18434,German,Hanne Darboven,Artist,,,,,1,0,1,,,,,,5,0,0,1,1,0,2,2,1,,,,,,3,0,0,1,,,,,,,,1,,,,,,,,,,,2,0,1,,,,,,5,0,0,7,0,1,9,5,2,1
218598,1995.622,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,,2,0,1,,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,0,1,,,,5,3,0,0,9,2,0,4,11,15
218599,1995.623,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,1,,,,,,,,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,5,3,0,0,9,2,0,4,11,13
218750,1995.614,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,,,,,1,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,5,3,0,0,9,2,0,4,11,13
218984,1995.334,Multiples,German,Modern and Contemporary Art,Magnetic Postcard,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,1,3,1,3,,,,,,,5,1,4,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,4,1,3,,,,6,0,0,0,3,0,6,6,0,1
219014,1995.619,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,1,,,,,,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,5,3,0,0,9,2,0,4,11,14
219025,1995.609,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,1,0,0,0,0,1,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,0,0,0,0,1,,,5,3,0,0,9,2,0,4,11,13
219027,1995.612,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,,,,,2,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,5,3,0,0,9,2,0,4,11,13
219029,1995.617,Prints,German,Modern and Contemporary Art,On the Flight to America,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,,,,,,,1,,,2,0,0,2,0,0,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,5,3,0,0,9,2,0,4,11,15
219164,1995.316,Multiples,German,Modern and Contemporary Art,Green Violin,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,2,0,1,12,4,13,16,11,2,0,,,,,5,1,1,2,,,,,,,,2,0,0,1,,,,,,,,,,1,,,,,,3,0,2,15,4,13,16,11,2,0,,6,0,1,5,4,0,11,2,,
219227,1995.247,Multiples,German,Modern and Contemporary Art,How the Dictatorship of the Parties Can Be Overcome,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,,1,8,12,11,8,3,3,2,,,,,4,2,2,2,,,,,,,,2,0,0,0,0,0,1,,,,,,,,,,,,,,,2,13,15,12,8,4,3,2,,5,0,0,6,3,0,0,0,0,13
219228,1995.248,Multiples,German,Modern and Contemporary Art,How the Dictatorship of the Parties Can Be Overcome,1995,0,,0,0,27839,German,Joseph Beuys,Artist,,,1,2,3,3,7,3,6,3,,,,,,4,0,2,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,4,4,3,7,5,6,3,,,5,0,0,1,4,0,0,0,0,13
221054,1992.375,Prints,German,Modern and Contemporary Art,"Coal Mine, Friederich der Grosse, Herne, Ruhr District, from the portfolio ""Walls and Conduits""",1992,0,,0,0,27813,German,Bernd and Hilla Becher,Artist,,,2,1,0,2,0,2,,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,4,2,0,2,0,2,,,,,1,0,0,0,3,9,4,,,
221062,1992.377,Prints,German,Modern and Contemporary Art,"Coal Mine, Emil Emscher, Essen Ruhr District, from the portfolio ""Walls and Conduits""",1992,0,,0,0,27813,German,Bernd and Hilla Becher,Artist,,,1,1,2,4,0,1,,,,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,4,3,4,0,1,,,,,1,0,0,0,3,9,4,,,
221064,1992.385,Prints,German,Modern and Contemporary Art,"Coal Mine, Diergardt, Rheinhausen, Ruhr District, from the portfolio ""Walls and Conduits""",1992,0,,0,0,27813,German,Bernd and Hilla Becher,Artist,,,,1,1,3,0,4,4,2,1,,,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,1,4,0,5,5,2,1,,1,0,0,0,3,9,4,,,
260944,M22395,Prints,American,Modern and Contemporary Art,Untitled,1993,0,,0,0,29318,American,Andy Warhol,Artist,,,1,1,1,0,0,1,3,,,,,,1,10,2,0,1,0,0,1,,,,,2,0,0,1,0,3,1,,,,,,,,,,,,,,2,2,1,0,0,1,3,,,,10,0,0,4,0,4,3,2,7,2
337322,2011.8.4,Photographs,American,Modern and Contemporary Art,Narrow Mind,2011,2036279,"North America, United States, New Jersey, Newark",40.733,-74.166,18652,American,Dennis Oppenheim,Artist,,,,2,3,20,2,2,18,8,4,,,,11,1,5,,,,,,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,4,6,25,2,2,21,10,4,,,,4,0,0,6,6,5,,
339894,2012.36,Photographs,American,Modern and Contemporary Art,Stokely Carmichael and the Maryland National Guard,2012,0,,0,0,34129,American,Danny Lyon,Artist,,,,,,1,1,1,1,4,3,,,,,21,0,1,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,1,1,1,1,4,5,,,,,11,2,7,4,0,14,
53875,1991.16.1,Photographs,German,Modern and Contemporary Art,"Skriptur, from the book ""Lightgraphics, Monoscriptures""",1991,0,,0,0,32118,German,Karl-Heinz Chargesheimer,Artist,,,,,1,8,8,6,7,2,,,,,,1,1,0,4,,,,,,,,3,0,0,1,1,,,,,,,,1,,,,,,,,,,3,9,9,8,7,2,,,6,0,0,8,4,6,8,10,,
255487,M22546,Prints,American,Modern and Contemporary Art,Untitled (blue),1994,0,,0,0,26859,American,Ellsworth Kelly,Artist,,,,,,2,1,3,1,0,1,,,,1,1,3,0,0,0,0,1,,,,4,1,0,0,0,1,0,1,,,,,,1,,,,,,,,,,,2,1,4,1,0,1,,5,2,2,4,4,7,4,3,0,2
283795,P1981.109,Photographs,American,Modern and Contemporary Art,"Sand Bars, Colorado River",1981,2028213,"North America, United States",38,-98,34590,American,William A. Garnett,Artist,,,,,1,,,,,,,,,,,1,1,0,0,0,0,1,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,2,,,,,,,,4,0,0,0,1,6,4,0,5,4
221235,1992.24,Photographs,German,Modern and Contemporary Art,Oil Drops,1992,0,,0,0,26850,German,Peter Keetman,Artist,,,1,1,4,13,5,2,4,3,3,,,,,1,1,0,1,4,,,,,,,3,0,0,1,3,2,,,,,,,,,,,,,,,2,2,6,16,8,2,4,3,3,,5,0,3,8,2,7,3,17,10,4
